text,label
好是好，就是太贵了，一辆雷凌都花了17万，但是开起来[热词系列_真香]混动才是新能源的未来,2
你们是极客湾呐，即便要评车也应该是特斯拉、蔚来、理想之类带有一定科技属性的吧，最不济也来个比亚迪啥😊！,1
说到混动hev，都忘记了现代集团了，我的老k5广州市区开空调堵车才6个油不到，而且保留的变速箱，丰田本田都没有变速箱的，可惜现代不愿意在国内推广,4
刚上车那一会儿，字幕跟说话没对上，好难受,4
[吃瓜]想当年电动车和内燃机一起出现的 如果中途一直发展电动车的话 这一百多年以来 电动车的问题应该早就解决了 连带着还会受益现在所以需要用电池的设备,2
然而皓影的碰撞测试一言难尽（手动滑稽,1
混动车主在此[滑稽],1
发动机就一个档，多几个档不是更好,1
混动诞生的原因是一开始蹭政策二不成熟，不是视频开头说的原因。而且混动电续航一般只有60km（现在新出的新能源也很少混动车了，纯电能跑4-500情况下混动基本要淘汰。），有的车一两年后只有30km，而且充电只能慢充，充电时间实在是一个玩笑。混动车电很快就用完，混动的油发动机又比一般的油车差，左算右算下来车更贵，平常省的钱貌似也没省很多（新手司机还可能相差无几甚至亏）。最关键是！混动车的保养和维修[doge][doge][doge]我就不说了~,1
为什么我的字幕不对,1
其实买大多数买电动车不是为了环保，而是为了好上牌照和不被限行，混动车用的四蓝色牌照，对比燃油车毫无性价比可言,1
看来看去还是AMD的RX6900好，价格优惠在哪！[呲牙],2
CRV混动车主表示 除了噪音 啥都很好,1
考虑过10代雅阁混动，可惜隔音太差了,4
本田是不错，但是国内搞区别对待和偷工减料那一套，所以不在我的考虑范围里了，上周已订丰田，预计十一月中旬提车。,1
百公里8秒[无语][无语],4
当时想买混动雅阁的 配置阉割的太厉害 气囊都作为卖点 🤮后来还是买了凯美瑞,1
电池寿命呢？[疑惑],1
原来是念嗨卜瑞德，我一直以为是嗨bird,3
始终看不惯这个莽（胖）子,1
梅奔的w11也算是一种混动吧[滑稽]性能爆炸的那种,1
不用看了，本田也是歧视中国市场的差劲公司,1
这个人又胖了[滑稽],1
本田真的很好👍只可惜钱不够,1
15秒北京卫视，江苏影视频道，杭州综合频道广告普通话版，广州综合频道广告粤语版,2
啊！我也清了我的opp，超级开心😄😄😄,1
哈哈哈哈，这套opp我也有，不过在团长那里还没有清货QAQ,2
这个小卡可可爱爱的哈哈哈哈哈,2
爱黑枪,1
超级元气可爱！[2233娘_大笑],2
枪宝放心飞，妈妈永相随！！！,2
不错，很棒[滑稽],1
好，很有奥特精神,2
枪宝放心飞，妈妈永相随！！！,2
求个谱子呀[惊喜][惊喜],2
求求和弦[星星眼],1
厉害了,5
那一天，海鲜们想起来被大齐支配的恐惧,2
道具：可疑的眼球克     苏鲁之眼已苏醒,1
被藤壶刮伤会被寄生（,1
哈哈哈哈哈这个up主这么可爱的吗，哈哈哈哈哈哈,2
开心,1
呵呵呵,2
《开心》,1
不开心,1
啥都是保护动物，就人不是,1
红色的一切都是普通物的三倍性能（）,2
太可怕了，，这在我手里我会炸,5
哈哈哈哈,2
八爪鱼：妈妈，这人好变态,1
海的那边是敌人,1
叫姐姐斤斤计较斤斤计较斤斤计较斤斤计较斤斤计较斤斤计较斤斤计较斤斤计较斤斤计较斤斤计较斤斤计较斤斤计较,1
注意安全啊,2
蚊子不是四害吗？,1
隐藏成就已达成：珍贵的邂逅,2
致命空枪。哎，又是致命空枪,5
《一击致命》,5
海马：你等我变身你就死定了，智勇双全，我心飞翔doge,2
我看上课老大跑了跑上课都噢鼠都噢上课哦上课噢噢滴滴滴滴滴滴滴滴滴滴滴滴滴泪泪大大咧咧噢上课哦滴滴滴滴的噢噢的空洞溶洞肉豆蔻累的噢噢的乐乐乐乐噢噢乐乐乐乐噢滴哦上课了老大了噢大佬卡塞雷斯鼠,1
上课开心课，俄罗斯开始可怕快睡了上课，鼠，可是，我可是，上课时，鼠，你可是，世联赛，这里，鼠，之，鼠，鼠，之，，鼠，世联赛，鼠，鼠，死了，鼠，塞洛塞洛塞，上课上课上课塞洛塞洛塞了开始了开始看，色拉课程,1
应该在找攀附点休息,1
野生海马不是保护动物嘛,1
开心,1
礁石区全看眼里和运气,2
《一击致命》,5
不是我还能是谁？,1
哈哈哈哈哈哈哈哈哈哈哈哈哈,2
哈哈哈，香香~,2
封面好像一只骄傲的小海马,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈哈哈好，啊啊,2
开心,1
徐大虾的哈哈哈哈哈哈哈哈,2
她本来不是杨过你一抓他就变成杨过来,1
红色螃蟹你要一击致命吗？,5
海葵：我不是小玩具,1
发黄色的举报了，有意思吗？,1
你是个什么人都没有你人吗，我是个小孩子的小孩子们在这里祝你生日快乐,2
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2
今天下午我去医院看看医生怎么治疗这么痛苦的问题？今天又开始忙碌起来了？今天下午吃饱喝牛奶和面包吃了饭回来我就不知道为什么要这样对自己好,2
魔鬼吧，好想吃一口,1
发财了,2
太可爱了哈哈哈哈哈哈哈哈,2
艾玛，哈哈哈哈哈哈哈哈第一次见活的,2
有点吓人  ,5
中奖啦中奖啦,2
哈哈哈哈哈哈哈徐大虾,2
徐大虾哈哈哈哈哈哈哈哈,2
海马，你看我这么可爱，你忍心吃我吗？,1
《一击致命》,5
不错看起来好吃,2
好像个痴汉哈哈哈哈,2
不去配音可惜了！！！！哈哈哈啊哈哈,2
原谅我把“大海”看成“大庆”,2
精神小伙章鱼,2
精神小伙,2
开心,1
智勇双全，我心飞翔！,2
快乐小生鲜,2
很有精神,2
阿酷掉色了哈哈,2
感觉到海马无辜的表情,4
它们看起来好好吃啊,2
前面海马不是保护动物的嵊泗县检察院联合县海洋与渔业局、县市场监督管理局发出《关于全县禁止捕捞、交易、销售野生海马及其制品的联合公告》全面禁止县域范围内捕捞、运输、加工、经营野生海马及其制品,1
青眼白龙,2
青眼白龙？,2
迈阿密——久经沙场,1
海马生仔的时候更好玩，一吐就把迷你海马全吐出来了,2
智勇双全，我心飞翔,2
虽然不是所有海马都是濒危但所有海马在我国都是保护动物,5
麻雀是三有，不是二级,1
快乐小生鲜,2
智勇双全，我心飞翔!,2
智勇双全，我心飞翔!,2
智勇双全，我心飞翔!,2
开心,1
死因  开心,1
哈哈哈满身狗毛,2
抢瞎子小眼神好可爱哦，对不起我说的是抢虾,4
哇哦你的你的小张哥，你有一个八爪鱼张哥，哈哈哈哈哈,2
好不容易抓个海马你还不如养着呢,1
活捉海马，哈哈哈第一次见活捉海马,2
大旗你都成巨人骑喽，不好意思我那个那个字儿打错了,1
海马？召唤你老婆青眼白龙啊，指8000w呢,2
智勇双全，我心飞翔！,2
吞吞吐吐吞吞吐吐吞吞吐吐吞吞吐吐吞吞吐吐吞吞吐吐吞吞吐吐吞吞吐吐吞吞吐吐吞吞吐吐，发个环境工程金刚杵,1
反密集恐惧症了的扣1,5
哈哈哈哈哈哈哈哈哈,2
大齐小心啊,5
神tm藤壶寄生，前面有点常识好吗,1
孤岛求生的视角,5
活因，开心,1
我没瞎哈哈哈,2
脸色煞白,5
开心警告,1
那玩意儿难道不是鳍吗？,1
哈哈哈哈哈哈好可爱,2
智勇双全我心飞翔,2
确实 他搁那儿小玩意儿 哼哼 香香的时候听着确实挺猥琐,1
不错看起来好吃,2
救命，好吓人,5
up主小心手啊,5
一击致命,5
强行开心,1
为啥你第一时间想的是泡酒而不是养呢,1
养起来,2
哈哈哈哈哈哈,2
国内的动物保护法就是扯淡,1
开心,1
声音好变态哈哈哈哈,2
海边生活真幸福,2
开心,1
我的幸运物,2
Fifi又是啥啊哈哈哈哈哈哈哈哈,2
好！很有精神！,2
海马原来是动物呀？不说我以为是你们爹呢,3
很有精神,2
up主这小调调，好讨厌，我喜欢,1
开心～,1
这不美术生的小水桶嘛哈哈哈哈,2
站起来了，,2
?还得戴头盔?大连人士表示疑惑,1
已经不是第一天瞎了,1
第一人称赶海游戏,2
激扬文字,2
弹幕好好笑哈哈哈哈哈,2
海的那边都是敌人,1
哈哈哈哈哈哈,2
哈哈哈哈哈哈哈哈哈哈哈,2
哈哈哈哈可爱,2
哈哈哈哈哈哈哈哈,2
枪虾 这玩意儿打螃蟹很好玩,2
哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2
开心～,1
哈哈哈哈哈,2
滑稽,1
一击致命,5
密集恐惧,5
刚才那个弹幕脾气好大啊，害怕,5
你也知道是梗还认真起来了,2
哈哈,2
你这叫挑衅他总有一天会报仇的,1
它刚才不是杨过，被你一抓就突然杨过了,1
原来是国家二级保护动物，我看到我朋友圈有福建的在卖，应该是养殖的,3
恭喜获得老八不知道多少号,2
*获得生物海马,2
* 获得屁股贝壳一个,2
今天的大庆好猥琐,1
糟糕的形状。,1
哈哈哈哈哈哈哈,2
又不是所有海马都是濒危物种,5
这身上的狗毛真的太真实了哈哈哈哈哈哈,2
注意安全,2
妈妈我成功了我不瞎了,2
你觉得不可爱也没必要发一堆问号影响觉得可爱的人的观感，都得跟你保持一致啊 ？,1
哈哈哈哈哈哈哈哈,2
这尼玛能看见就离谱,1
很有精神。,2
不是藤壶啦，是牡蛎壳,1
爱听这个开心哈哈哈,2
神秘,3
哈哈哈杨过,2
这是章鱼。。。不是乌贼,1
喷墨很耗能量的  又没有威胁  喷个屁呀,1
哈哈哈哈哈哈可爱,2
那个是毛线翅膀哈哈,2
要小心哦,5
《一击致命》,5
害怕,5
我以为是个眼珠子，滑稽,1
好猥琐,1
哈哈哈哈哈哈哈香香,2
海蛎:最危险的地方就是最安全的地方,2
这么小，你泡个寂寞。,4
这个人无法无天啊,1
哈哈哈哈哈好可爱,2
开心,1
开心虾,1
海螺：带点便当你大惊小怪的,2
海马好好玩啊内陆孩子第一次见,2
大齐要注意安全呀,2
我是真的没看见哈哈哈哈,2
哈哈哈哈哈哈,2
哈哈哈哈瞪,2
换大缸，哈哈哈,2
志勇双全 我心飞翔,2
你不对劲,1
哈哈哈,2
在海边玩海缸太舒服了，全免费,2
哈哈哈哈哈哈哈,2
这不是个橘子吗,1
舒服了哈哈哈哈哈,2
开心～,1
？哈哈哈哈哈哈哈哈,2
好玩儿,2
海马不是泡酒的么,1
哈哈哈哈可爱啊,2
《开心》,1
很有精神！！！,2
海马不是泡酒的吗  应该不是保护动物呀 随便买,1
常威  来福哈哈哈哈哈,2
精神小伙,2
海马不是保护动物！,1
注意安全！,2
哈哈哈终于有人说猥琐了,2
哈哈哈哈哈哈,2
原来海马这么小,3
哈哈哈哈哈哈u主声音好猥琐,2
作为缔约国，我国确定2004年5月15日起，把海马纳入二级重大保护动物管理范畴。根据相关法律规定，非法出售、收购、运输、携带二级重大保护动物，要处10倍以下罚款，严重的还要追究刑事责任。,1
开心,1
哈哈哈班主任,2
你们管的才宽了，看的开心不就好了，非得显得自己知道的多,1
他要是能能够意识到自己失误还能几年一直在钻石？,4
哈哈哈哈哈,2
没子弹了哈哈,2
说边缘ob的真的有脸嘛。。如果像比赛有个伤害列表 估计就没人狗叫了 豹女不就是这样玩的吗,4
这豹女只会边缘q两下，那感觉不如泽拉斯…消耗,4
这低能，对面被晕住都q不中,1
瞎子就差w那一点点的伤害就死了,4
好k虽然这石头人挺恶心但是恶心冰顺凡我就开心,1
？这波就离谱,1
冰狗打野拿人头等于没拿，谁也打不过，不明白这么菜的人为什么能直播，还能炫自己一个月挣十万。还菜还搞队友心态，联盟应该把这狗封了,4
好舒服,2
一q不中绷不住了,4
哈哈哈哈，这个好,2
你在ob肯定接不了,1
不懂为什么w逃跑，w追击盲僧不就死了,1
哈哈哈哈，这啥b,2
他要是等你不也是送？？？这不是你自己本来就想过去的吗？,1
哈哈,2
这波菜的离谱请问你上去有什么更好的处理？,1
哈哈哈哈哈哈哈哈,2
哈哈哈,2
一个q不中,4
燃起来了,2
哈哈哈,2
哈哈哈哈哈哈哈哈哈,2
说不了话凡凡要气死了，哈哈哈哈,2
哈哈哈哈哈,2
哈哈好活,2
活着就是失误,4
真的有失误,4
哈哈哈哈哈,2
哈哈哈哈哈哈,2
真的菜的离谱,1
哈哈哈哈,2
哈哈哈,2
对面在跟冰凡战斗的时候要提前说明，自己有什么技能，不然就算违规,1
可惜被限制发炎了,4
冰老师永远没有失误，失误的只有队友,4
偷起来了？,2
哈哈 石头hxd,2
手舞足蹈,2
哈哈哈哈,2
舒服了,2
哈哈哈哈哈,2
给妈妈出殡吗 这么开心,1
越级击杀！,1
哈哈哈哈哈哈哈哈哈哈,2
哈哈哈哈 新op,2
点赞投币比评论多就离谱hhh[doge],1
我也有擦螢幕以為是水滴哈哈哈哈哈😂,2
我也磨了一下屏幕！！！！！！！就有毒！！！！！！！！,5
厉害了，接gakki的班,5
大齐我感觉你最好还是录一个放生海马的视频，留下放生的证据，小心被某些人举报[哦呼],5
大齐是不是发现了上次在手背的那只大螺，弹幕一直在喊来着，感觉错过了一个亿[tv_doge][tv_doge][tv_doge],1
"课代表来了！
1.小剧场
2.蛤蜊
3.活海马
4.海葵
5.八爪鱼（香香警告）
6.小虾（开心警告）
7.海螺×5
8.软皮螃蟹
以下正片[OK]",1
建议礁石区赶海时可以卖个头戴式摄影架，解放双手，保证安全（先投俩币赞助一下）,2
大齐的视频永远不齐，不是缺了鱼缸就是缺了做饭![doge],1
海马壮阳？大自然什么生物都是为你下面那坨肉服务的？听着就犯恶心,1
海马还得用海水养多麻烦，养河马吧也不用天天换水,1
海马感觉没有一点生存技能啊，游得慢，还不会隐藏自己，就和人类一样。没灭绝都感到惊讶,3
社长你怎么了啊社长[滑稽][滑稽][滑稽],1
玉碎 粉碎。。抱歉走错了,4
希望大齐换个大缸！！！[大笑][大笑][大笑],2
第一次见到活的海马看起来好怪,2
怀念老老八的凶残[微笑],1
快把海马放了，那玩意是保护动物，小心被人举报了！[惊讶],3
我也是住在海边的人，海马好不容易见的，上次赶海见到差不多十年前了，居然已经是保护动物了,1
这个海马会召唤青眼白龙吗,2
一看到封面就知道大事不好[笑哭],1
我好想拿錘子去翹那些全是殼的地方[笑哭]強迫症表示，不翹不舒服,2
[大笑][大笑][大笑][大笑]漁民的生活就是自在逍遙,2
这个视频的av号厉害啊[哦呼]av800000301,5
"无奖竞猜第二弹：[妙啊]
老八们会不会进箱?
A:会，一网打尽
B:会，但是是接力
C:不会，老八欢乐缸已定[妙啊]",2
海马在国外有的是人吃[翻白眼],1
查了一下海马是国家二级保护动物，不无许可贩卖收购，恶意捕捞，都不算犯法。,1
大齐注意安全！,2
海马不是不能随意捕捞吗（好想是记得在哪儿看到这么一说）,1
艾玛，好漂亮，好像吃一口[微笑],2
"我国确定2004年5月15日起，把海马纳入二级重大保护动物管理范畴。根据相关法律规定，非法出售、收购、运输、携带二级重大保护动物，要处10倍以下罚款，严重的还要追究刑事责任。  
百度的准不准不知道",1
"根据《刑法》第三百四十一条规定：“非法猎捕、杀害国家重点保护的珍贵、濒危野生动物的，或者非法收购、运输、出售国家重点保护的珍贵、濒危野生动物及其制品的，处五年以下有期徒刑或者拘役，并处罚金；情节严重的，处五年以上十年以下有期徒刑，并处罚金；情节特别严重的，处十年以上有期徒刑，并处罚金或者没收财产。
奇了个怪了，海马之所以濒危是因为很难人工繁殖和饲养，所以外面卖的都是野生海马，有些是二级有些不是。
主要问题就是不适合家养，很容易死，能回归大海也是多一份存活和繁衍的希望。这就是列为保护动物的意义。",5
"妈呀，这小玩意儿！[哦呼]
唉嘿嘿，香香儿～～～[给心心]
拿回去养着[奸笑]",1
越来越变态了,1
住海边就是好随便捡捡，这生活不错[支持],1
不是说章鱼很难养么,1
为什么捉阿库，你这条赖皮蛇。[呲牙],1
海马原来是保护动物吗[tv_白眼],1
[tv_发财],2
拿着水桶在退潮的海滩上寻宝真的挺有意思的[大笑],2
第一次看up的视频，怎么觉得up好娇羞,5
这海马名字是不是叫濑人[doge],1
弄个大点的缸吧 很喜欢看这种养起来,2
"海马！
游↑戏↓～[滑稽]
话说这海马，它打牌厉害吗？",1
小时候看老人泡药酒，海马留给我的刻板印象就是壮阳,1
我好好奇公母海螺怎么分啊？,3
哈哈哈哈好看好看,2
还以为带回去泡酒，这玩意大补[妙啊][滑稽],1
没事找事,1
虾：你看我干什么，快放开我，你不要过来呀[难过][难过][难过][难过][难过],4
海马：形单影只，变性给谁看……,1
刚有点小啊！换个大点的吧[滑稽],1
注意安全,2
赶海挺好玩的,2
感觉好快乐哎。羡慕,2
大齐可以多拍点老八吃东西么，可喜欢看老八了[星星眼]也很喜欢看你吃饭做烧烤,2
大齐可以多拍一点小剧场吗，超级喜欢看[害羞],5
海马不是中药吗？,1
大齐的视频总是看着特别舒服,2
原来我国地区有枪虾的啊...以前一直在外国纪录片里面看到以为这玩意是国外的东西,3
小福好漂亮[tv_微笑],2
海马不是国家二级保护动物吗,1
挺久没看现在长这么大了[tv_调皮],1
美食大侦探就离谱,1
大海边的，大齐去礁石区注意安全啊,2
别推更[翻白眼],1
发财 这一个几百块,2
开头就是小剧场 开心,1
"第一次当课代表有点紧张
。
。
。
。
。
课代表睡着了[doge]",5
盲猜今天有人用多开心上热评[doge][doge],1
你不要把它拿来泡酒你用来养。[微笑],2
海葵：原来我在别人的眼里我就是个玩具[doge],3
那一天，海鲜们想起来被大齐支配的恐惧,2
大齐过年开心😁,1
雨宝想不出灵感我帮你想吧做塞拉斯会被张老师抓住小辫子，到时候新岛也得被点存活了。,1
豹女人形态不是有奶的吗？它的怎么没有啊？这不是豹女？,1
冰凡死了：队友害死我，我在赌，没视野，伤害好高，队友不跟，我没闪现，对面双招，队友死了：蠢,4
新一挺可惜的，要是能混的再明白点，没准有个皮肤的,4
这片头不是和心岛没多大区别吧,1
这片头不好,1
难道不是打野太菜了？三个前排玩打野赢不了建议来12313学习一下,1
昨天晚上张老师晋级赛三连胜上钻石，我不能接受,2
看到凡凡气急败坏无能狂怒，我竟有种莫名的兴奋[星星眼],1
这豹女玩的不够厉害，q都q歪来，49秒那里a都a死了满血跑路，我是上单都想喷他了,1
这是什么游戏,2
"为什么不继续拍了
胸怀大志渣渣呱，抓了猴子满足了",2
请问up还会有么[大哭][生病],4
看到第九十多集了，杀殿出现的集数本来就不多，玲出现后，感觉杀生丸善良了起来，看弹幕里说他俩的结局是同生共死，杀殿所向披靡，那就是和玲幸福的生活下去。新出的夜叉姬要是这样的结局，就太让我失望了。想一下，你身负重伤，倚树而卧，突然一个小姑娘从树后探出头来，你变成妖怪，把她吓了一下，但她还是给你带来蘑菇和水，她对你傻傻的笑，尽管牙齿少了一颗，尽管她此刻蓬头垢面。我想，杀声丸的心是有一些触动的，最后容我说一句，陌上人如玉，公子世无双！,1
玲肯定在刚生完孩子后发生意外，可能与麒麟丸有关，因为已经死过两次了，不能再用天生牙复活。杀生丸只能放在时代树里凝滞时空保护玲，再想别的办法救她。这可能就是杀生丸误入歧途的原因吧。希望有个好结局，别虐了。,1
要不集体寄刀片吧  靠敢这么虐我们捧在心间的杀玲  不搞个十集回忆杀（大）玲甜蜜日常 五集也行啊小心我们水漫了你们,2
只想说，辣鸡编剧，总前代卖情怀，再在前代身上插刀子，活该差评[OK],2
女儿们要打倒杀生丸？这什么逻辑,1
啊啊啊啊啊啊为什么为什么为什么，怎么就误入歧途了,1
[疑惑]杀爹？,1
这树精不是那根须妖怪演的吧,1
"[热词系列_泪目]
从出道推到现在了，终于三十万了，太不容易",1
谢谢，我好久没吃恶魔肉了[大哭],1
可惜，我们再也无法见证她们成长了[热词系列_泪目],4
天使towa不容易啊,1
鱼:你是不是有那个大病，你才是哈士奇,1
果然，什么情侣都躲不开翻旧账哈哈哈,2
呆住哈哈哈哈哈哈哈哈哈,2
为什么我不是男的！,1
哈哈哈哈哈哈哈哈哈哈哈哈店员：俩傻子？,2
Dion害羞了,5
有病治病尽早治疗笑死我了哈哈哈哈哈,2
哈哈哈哈哈哈哈什么蜜汁角度,2
越来越不对劲了,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2
哈哈哈哈哈哈哈哈,2
什么鬼哈哈哈哈哈哈哈,2
哈哈哈哈哈哈哈哈哈哈,2
哈哈哈傻傻的好可爱,2
哈哈哈哈哈老夫老妻吵架来啦,2
哈哈哈哈哈哈哈,2
哈哈哈哈哈哈,2
接对方的梗一起胡闹真的对我来说是个超大磕点啊wwww,1
Dion脸红透了哈哈哈哈,2
这个挑眉哈哈哈哈哈哈,2
horny哈哈哈哈哈哈,2
？哈哈哈哈哈,2
哈哈哈哈哈哈,2
哈哈哈哈哈哈哈真的会笑死,2
哈哈哈,2
哈哈哈哈哈哈哈草,2
情侣项链吗,2
好甜蜜啊,2
笑不活哈哈哈哈哈哈哈哈哈,2
不不不不put down是指安乐死,2
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈c,2
哈哈哈哈哈好可爱,2
哈哈哈哈哈哈哈哈哈哈哈哈哈,2
哈哈哈哈哈哈哈哈哈哈哈哈,2
哈哈哈哈哈哈哈哈,2
笑拉了哈哈哈,2
哈哈哈哈哈哈哈哈,2
哈哈哈哈哈哈哈哈哈哈,2
哈哈哈哈哈哈哈哈,2
hhhhhhhh哈哈哈哈哈,2
dion不好意思了哈哈哈哈哈哈哈,2
傻d小心一点啊,5
哈哈哈哈,2
哈哈哈哈哈哈哈哈哈每次sebb硬核一点dion都会害羞[妙啊][笑哭],2
哈哈哈，dirty talk还是很有地域性的,2
赛宝竟然能结合实际说出这么多骚话哈哈哈 好牛[微笑]看来很有经验啊,2
Put down是在那个情景下安乐死的意思哦,2
我颧骨升天了,4
（所以这个场景经典复刻哈哈哈哈，马修梅格你们貌似位置反了诶哈哈哈哈）,2
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈太可爱啦这里,2
这段哈哈哈哈,2
所以你要扪心自问,4
（大意）我们不只有一种语言,1
啊啊啊纠个错，是考拉不是袋鼠,1
我们欣赏怀念其他国家的事物,4
我们为席琳迪翁感到遗憾,4
英语渣留下了难过的泪水，来个人翻译翻译吧,4
居然是加中心手书！！！快乐！！,2
啊啊啊感谢搬运！在油管刷到的时候就觉得好好玩,2
美国：假的，不然举报不谢。虽然宁有矿，但真。。。。。[滑稽],1
好可愛啊哈哈哈哈,2
等好久終於等到這首的手書啦爆風狂喜★★★,2
哈哈哈莫名可爱,2
如果炭治郎没出去的话...就没人为他的家人报仇啦![妹妹也会变成成鬼啦[喜极而泣]],4
经典菜鸡互啄哈哈哈哈(ಡωಡ)hiahiahia,2
如果青春痘破了刚好触摸了它在之前还摸了锈铁没洗手会得破伤风吗？,2
哈哈哈哈,2
看三国演义总是觉得孙策和周瑜都是死于破伤风,4
别必要的东西太多了，东西倒是非常有意义，一大堆没必要的过场语录，动画！,1
深读君破伤风造成死亡是不是因为破伤风梭菌感染导致的死亡？,4
深读君破伤风痉挛毒素释放出了什么成分才造成了神经的痉挛？,1
深读君，你好短，根本不够看[妙啊][妙啊][妙啊],1
深读君破伤风梭菌进入人体的话免疫系统会不会清除破伤风梭菌这入侵者？,4
深读君破伤风梭菌进入人体后为什么免疫系统不来清除入侵者？,1
好害怕,5
小时候脚就被钉子扎了一下，好像还流血了现在想想命真大。[囧],5
不懂就不要乱科普，破伤风不是细菌，破伤风是真菌。,4
出生有白日苗，里面好像是有破伤风把,4
这么小声还想开军舰？,2
人精神病发作了，已经找好医院了。,2
听不见，根本听不见，这么小声还想开军舰,2
很有精神,2
哈哈哈哈哈哈笑死我了,2
家乡话，好自然,2
听安教的 （确信,2
哈哈哈哈哈好一致,2
智孝的失误为啥骂人家哈哈哈哈哈,2
吐槽自己老婆！回家又要...哈哈哈,2
智孝回去钟国让他坐旁边哈哈,2
好，开局就很有精神,2
守约：是不是玩不起啊怎么不录了[doge],1
"大家好，我是王者荣耀召唤师，今天刚上b站号，发现桑杰又更新了我一看，哦，原来是元歌操作，我说你光操作没有用，没有细节。桑杰不服气，说要让我看看细节。我说可以，我刚一说，他啪就二一技能起飞了，很快啊！然后上来就是，一个换位，一个拉丝，一个抱歉一手掌控之中。我全部防出去了。防出去以后，自然是按传统对线的点到为止，他已经输了。我把手放在回城键上犹豫了一下，没有点。要是我手指一发力，一下就能回泉水了。我笑笑，他突然闪现接平a。我大意了啊，没有闪。
我说桑杰你不讲武德，你不懂。跟世界级坂田橘子李信马超...对线讲究点到为止，你技能交完闪现接平a不讲武德，我劝这个元歌耗子尾汁，好好反思不要搞花里胡哨。谢谢老铁们",1
最终告诉我们还是要练马超。前期对线都被打烂了的马超，到了后期一样顶着3个人强杀了一个，一不小心可能还要把元歌也带走。,5
但凡这马超一级抢线别怂，留两格血，凯哥疾跑不是乱戳这个元歌,1
是baga不是baka（指正[doge]）,1
前期被压着打的马超一打三杀一个还把之前没对线过的南孚元歌打到大残，该买谁不用我说了吧[tv_腼腆],5
细节乱喊给自己壮胆[妙啊],5
好，很有精神！,2
他终于吃饭了[大笑]爷青回,2
游戏玩疯了？[doge],2
不错啊，精神满满,2
很好 很有精神[妙啊],2
哈哈明明是懵没有踢好那大哥被挨骂[偷笑],2
我想问下up，为什么更新了之后用不了npv了,1
哇好厉害(๑˃́ꇴ˂̀๑)！！,5
什么啊，太敷衍了，建不出来就算了？,1
后续升级版 温度仪上线啦,2
对面一个都没杀掉，就离谱了！,1
好可爱！！拉轰笑的一点也不像个黑心主神了呢！（x,1
厉害呀，太棒，几分钟就记住了 ，没有早点发现 ，但发现也不晚呀 [滑稽],1
厉害了,5
不是取并集吗,1
等于零不是满足吗,2
